15,빨간 립스틱 (Feat. 윤미래),6127599,,qY89lNstO7w,이하이,4 ONLY,https://image.bugsm.co.kr/album/images/500/204175/20417524.jpg,6127599,03:07,"오늘 밤은 이 분위기에 취해
아무런 생각 없이 Groove it
고민하지 마 Just do it
Move your body like that
비틀거리면 어때 I like that yeah
Let me blow your mind
지루한 사람들 속 넌 마치 Friday night
So take my hand 내 맘을 흔들어봐
빨간 립스틱
진하게 바르고
So dance dance dance keep on
Dance dance dance people
빨간 립스틱
너 때문에 번져도
Just dance dance dance keep on
Dance dance dance people
나와 나만의 Baby boo
사랑은 Forever
누구도 방해할 수 없지
Stop it they could never
But never mind that 지금 Rewind that
이 노래처럼 다시 한 번 더 Play back
Spin me round and round
몸을 Up and down
이 밤이 지나가기 전에 Do it right now
이 분위기 그대로 Turn the music up
Cus the party ain't a party
Till we all turned off
Gonna lose your mind
꺼지지 않는 불빛 속에 서울의 밤
So take my hand 네 몸을 흔들어봐
빨간 립스틱
진하게 바르고
So dance dance dance keep on
Dance dance dance people
빨간 립스틱
너 때문에 번져도
Just dance dance dance keep on
Dance dance dance people
이 밤이 지나가기 전에 Do it right now
느낌이 와 너와 나 사이 Something so loud
그 입술로 내게 사랑한다고 말해 Oh babe
빨간 립스틱
진하게 바르고
So dance dance dance keep on
Dance dance dance people
빨간 립스틱
너 때문에 번져도
Just dance dance dance keep on
Dance dance dance people
La di da li
Move your body
Don't stop 우리 하나 될 때 까지
6 in the morning and we still going
Dance dance dance people
La di da li
Move your body
Don't stop 우리 하나 될 때 까지
6 in the morning and we still going
Dance dance dance people
화려한 디스코 조명 아래서
너와 나 둘이 이 밤을 새워
화려한 디스코 빛을 받으며
Just dance dance dance keep on
Dance dance dance people"
16,시간이 흐른 뒤 (As Time Goes By),105886,,njmMqwtCNEc,윤미래,As Time Goes By,https://image.bugsm.co.kr/album/images/500/32/3279.jpg,105886,04:28,"마지못해 살아가겠지 너 없이도 
매일 아침 이렇게 일어나 
밤새 조금씩 더 무뎌져버린 
기억속에서 
애써 너의 얼굴을 꺼내어 보겠지 
시간이란 누구에게나 
느린 아픔을 주는지 우 
힘든 하루속에도 늘 
니 생각뿐인 난 
눈물마져도 말라가는데

As Time Goes By 
난 그게 두려운걸 
니 안에서 나의 모든게 
없던 일이 될까봐 우~ 
눈 감으면 늘 선명하던 니가 
어느 순간 사라질까봐 
정말 겁이 나는걸 

이별이란 서로에게서 
지워지는거라지만 우 
많은 사람 속에도 늘 
니 걱정뿐인 난 
시간 마져도 붙잡고 싶은데 

As Time Goes By 
난 그게 두려운걸 
니 안에서 나의 모든게 
없던 일이 될까봐 우~ 
눈 감으면 늘 선명하던 니가 
어느 순간 사라질까봐 
정말 겁이 나는걸 
 
어느 순간 사라지게 될까봐 우 
내가 없는 세상이 
너는 괜찮은건지 
너에게 잊을만한 
추억일 뿐인지 
참으려 애를 써도 
늘 보고픈 나는 
니가 아니면 안될것 같은데 
You Are The One 

As Time Goes By 
난 여기 있어줄께 
셀 수 없는 밤이 지나도 
사랑했던 그대로 우 
혹시라도 너 돌아오게 되면 
단 한번에 나를 
찾을 수 있게 
As Time Goes By
"
17,"Good Bye Sadness, Hello Happiness",80304462,,dEZdjedLEj8,윤미래,T3 - Yoon Mi Rae,https://image.bugsm.co.kr/album/images/500/80249/8024912.jpg,80304462,04:38,"
And now it's Over 사랑은 끝났어 
우리 추억은 여기까진가 봐
영원하라 했던 말 I so love you 
이젠 시간 속으로 흩어져가

함께 했었던 세상의 모든 곳
우리 흔적도 지워져 가겠지
행복했던 시간아 이젠 안녕 
부디 슬픔 없는 곳에서 살아가줘

Good bye sadness, be on your way 눈물을 감추고
Hello my happiness, you're here to stay 
내 곁에 있어줘
언젠가 내 생에 가장 멋진 순간
그 땐 우리 빛나던 사랑을 그리워하겠지


함께 했었던 세상의 모든 곳 소중하게 사진을 찍어둬
행복했던 시간아 이젠 안녕 
너를 영원히 가슴속에 간직할게

Good bye sadness, be on your way 눈물을 감추고
Hello my happiness, you're here to stay 
내 곁에 있어줘
언젠가 내 생에 가장 멋진 순간
그 때는 우리 추억을 꺼내 봐도 되겠지


부디 내 기억들아 떠나지 말아줘 
니가 없인 내 행복도 없으니

Good Bye sadness, be on your way 눈물을 감추고
Hello my happiness, you're here to stay 
내 곁에 있어줘
언젠가 내 생에 가장 멋진 순간
그 때는 우리 사랑을 꺼내 봐도 되겠지


슬픔아 이젠 안녕
"
18,산책,32333012,,bJjcdw-w3Hs,백예린 (Yerin Baek),선물,https://image.bugsm.co.kr/album/images/500/204200/20420099.jpg,32333012,03:25,"한적한 밤 산책하다 보면
어김없이 생각나는 얼굴
반짝이는 별을 모아 그리는 그런 사람
좁다란 길 향기를 채우는
가로등 빛 물든 진달래꽃
이 향기를 그와 함께 맡으면 참 좋겠네
보고 싶어라 그리운 그 얼굴
물로 그린 그림처럼 사라지네
보고 싶어라
오늘도 그 사람을 떠올리려
산책을 하네
대기는 차갑게 감싸고
생생하게 생각나는 그때
안타까운 빛나던 시절 뒤로하고 가던
보고 싶어라 그리운 그 얼굴
물로 그린 그림처럼 사라지네
보고 싶어라
오늘도 그 사람을 떠올리려
산책을 하네
따뜻한 손 그리고 그 감촉
내가 쏙 들어앉아 있던 그 눈동자
그 마음 아무것도 바라지 않고
사랑을 주던 그가 보고 싶어지네
그리운 그 얼굴 물로 그린 그림처럼 사라지네
보고 싶어라
오늘도 그 사람을 떠올리려 산책을 하네
오늘도 산책을 하네
오늘도 산책을 하네"
19,Antifreeze,32333008,,aK6XLrlT5ew,백예린 (Yerin Baek),선물,https://image.bugsm.co.kr/album/images/500/204200/20420099.jpg,32333008,04:05,"우린 오래전부터 어쩔 수 없는 거였어
우주 속을 홀로 떠돌며 많이 외로워하다가
어느 순간 태양과 달이 겹치게 될 때면
모든 것을 이해할 수 있을 거야
하늘에선 비만 내렸어
뼈 속까지 다 젖었어
얼마 있다 비가 그쳤어
대신 눈이 내리더니
영화서도 볼 수 없던 눈보라가 불 때
너는 내가 처음 봤던 눈동자야
낯익은 거리들이 거울처럼 반짝여도
니가 건네주는 커피 위에 살얼음이 떠도
우리 둘은 얼어붙지 않을 거야
바다 속의 모래까지 녹일 거야
춤을 추며 절망이랑 싸울 거야
얼어붙은 아스팔트 도시 위로
숨이 막힐 거 같이 차가웠던 공기 속에
너의 체온이 내게 스며들어 오고 있어
우리 둘은 얼어붙지 않을 거야
바다 속의 모래까지 녹일 거야
춤을 추며 절망이랑 싸울 거야
얼어붙은 아스팔트 도시 위로
너와 나의 세대가 마지막이면 어떡해
또 다른 빙하기가 찾아오면 어떡해
긴 세월에 변하지 않을 그런 사랑은 없겠지만
그 사랑을 기다려줄 그런 사람을 찾는 거야
긴 세월에 변하지 않을 그런 사랑은 없겠지만
그 사랑을 기다려줄 그런 사람을 찾는 거야
긴 세월에 변하지 않을 그런 사랑은 없겠지만
그 사랑을 기다려줄 그런 사람을 찾는 거야
긴 세월에 변하지 않을 그런 사랑은 없겠지만
그 사랑을 기다려줄 그런 사람을 찾는 거야"
21,Levitating,5881425,,FpnAruRPEew,Dua Lipa(두아 리파),Future Nostalgia,https://image.bugsm.co.kr/album/images/500/9482/948296.jpg,5881425,03:23,"If you wanna run away with me
I know a galaxy
And I could take you for a ride
I had a premonition that
We fell into a rhythm
Where the music don't stop for life
Glitter in the sky glitter in my eyes
Shining just the way you like
If you're feeling like
You need a little bit of company
You met me at the perfect time
You want me I want you baby
My sugar boo I'm levitating
The Milky Way we're renegading
Yeah yeah yeah yeah yeah
I got you moonlight you're my starlight
I need you all night come on dance with me
I'm levitating
You moonlight you're my starlight
I need you all night come on dance with me
I'm levitating
I believe that you're for me
I feel it in our energy
I see us written in the stars
We can go wherever
So let's do it now or never
Baby nothing's ever ever too far
Glitter in the sky glitter in our eyes
Shining just the way we are
I feel like we're forever
Every time we get together
But whatever let's get lost on Mars
You want me I want you baby
My sugar boo I'm levitating
The Milky Way we're renegading
Yeah yeah yeah yeah yeah
I got you moonlight you're my starlight
I need you all night come on dance with me
I'm levitating
You moonlight you're my starlight
I need you all night come on dance with me
I'm levitating
You could fly away with me tonight
You could fly away with me tonight
Baby let me take you for a ride
Yeah yeah yeah yeah yeah
I'm levitating (Woo)
You could fly away with me tonight
You could fly away with me tonight
Baby let me take you for a ride
Yeah yeah yeah yeah yeah (Woo)
My love is like a rocket watch it blast off
And I'm feeling so electric
Dance our ass off
And even if I wanted to I can't stop
Yeah yeah yeah yeah yeah
My love is like a rocket watch it blast off
And I'm feeling so electric
Dance my ass off
And even if I wanted to I can't stop
Yeah yeah yeah yeah yeah
You want me I want you baby
My sugar boo I'm levitating
The Milky Way we're renegading
I got you moonlight you're my starlight
I need you all night (All night)
Come on dance with me
I'm levitating
You could fly away with me tonight
You could fly away with me tonight
Baby let me take you for a ride
Yeah yeah yeah yeah yeah
I'm levitating (Woo)
You could fly away with me tonight
You could fly away with me tonight
Baby let me take you for a ride
Yeah yeah yeah yeah yeah (Woo)
I got you moonlight
You're my starlight (You're my starlight)
I need you all night come on dance with me
I'm levitating
You moonlight you're
My starlight (You the moonlight)
I need you all night come on dance with me
I'm levitating"
22,My Universe,83012418,,2TTZsp29LwU,Coldplay(콜드플레이),My Universe,https://image.bugsm.co.kr/album/images/500/161839/16183960.jpg,83012418,03:47,"You you are my universe and
I just want to put you first
And you you are my universe and I
In the night I lie and look up at you
When the morning comes I watch you rise
There's a paradise they couldn't capture
That bright infinity inside your eyes
매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never ending forever baby
You you are my universe and
I just want to put you first
And you you are my universe and
You make my world light up inside
어둠이 내겐 더 편했었지
길어진 그림자 속에서 (Eyes)
And they said that we can't be together
Because
Because we come from different sides
You you are my universe and
I just want to put you first
And you you are my universe and
You make my world light up inside
My universe (Do do do do)
My universe (Do do do do)
My universe (Do do do do)
(You make my world)
You make my world light up inside
Make my world light up inside
나를 밝혀주는 건
너란 사랑으로 수 놓아진 별
내 우주의 넌
또 다른 세상을 만들어 주는 걸
너는 내 별이자 나의 우주니까
지금 이 시련도 결국엔 잠시니까
너는 언제까지나 지금처럼 밝게만 빛나줘
우리는 너를 따라 이 긴 밤을 수놓을 거야
너와 함께 날아가 (가)
When I'm without you I'm crazy
자 어서 내 손을 잡아 (아)
We are made of each other baby
You you are my universe and
I just want to put you first
And you you are my universe and
You make my world light up inside
My universe (You you are)
My universe (I just want)
My universe (You you are)
My universe and I
My universe"
23,한번 더 이별,80370632,,xm36eUGLVkI,성시경,한번 더 이별 ,https://image.bugsm.co.kr/album/images/500/80305/8030528.jpg,80370632,04:32,"뒤돌아보면 너의 생각을 
떠올린 게 언제였더라 
숨 가쁘게 사는 건 무디게 했어
끝나지 않을 것만 같던 그리움

모른 척 너란 사람 묻어주던 친구들은 
이제는 슬며시 네 안부 전하고
이젠 떨리지 않아 침착히 고개 끄덕인 
나의 모습은 널 잊은 걸까 

다시 못 보는 너 남의 사람인 너 견디기엔 
미칠 것만 같던 이별의 그날들이 떠나가요
추억너머 그저 기억으로만 지나간 사람으로만 
이제는 너라고 말하지 않겠어요
그 어디에 살더라도 제발 나쁜 안부 안 들리게

뒤돌아보면 그대 추억이 
사라지면 비어버리는 
나의 계절들이 맘에 걸려도 
그리움 멈추는 게 나는 좋아요

못 본 척 나의 눈물 가려 주던 친구들은 
이제는 웃으며 그 얘길 꺼내고 
나도 웃음으로 받아 줄 수 있었던 오늘 
우리 한 번 더 이별 할까요 

다시 못 볼 그대 남의 사람 그대 견디기엔 
미칠 것만 같던 이별의 그날들이 떠나가요
추억너머 그저 기억으로만 지나간 사람으로만 
이젠 그대라고도 말하지 않겠어요

이제서야 안녕 한번도 안했던 말 안녕 
다시 올 것 같던 나 혼자만의 오랜 기대였던
그 날들이 내겐 필요 했어요 
많은 걸 깨닫게 했던 
그 이별을 난 한번 더 오늘 할게요
그 어디에 살더라도 제발 나쁜 안부 안 들리게
"
24,Wherever You Are,2656642,,tBo-g_bWDdQ,One OK Rock(원오크락),Nicheシンドロ-ム (Niche Syndrome),https://image.bugsm.co.kr/album/images/500/3296/329672.jpg,2656642,04:55,"I'm telling you

I softly whisper

Tonight tonight

You are my angel

愛してるよ
아이시테루요
사랑해

2人は一つに
후타리와 히토츠니
두 사람은 하나로

Tonight tonight
I just say

Wherever you are, I always make you smile

Wherever you are, I'm always by your side

Whatever you say, 君を思う気持ち
Whatever you say, 키미오 오모우키모치
Whatever you say, 너를 생각하는 마음

I promise you""forever""right now
I don't need a reason
I just want you baby
Alright alright
Day after day

この先長いことずっと
코노사키 나가이코토 즛토
앞으로 긴 시간동안

どうかこんな僕とずっと
도우카 콘나보쿠토 즛토
제발 이런 나와 계속

死ぬまで Stay with me
시누마데 Stay with me
죽을 때까지 Stay with me

We carry on…


Wherever you are, I always make you smile

Wherever you are, I'm always by your side

Whatever you say, 君を思う気持ち
Whatever you say,  키미오 오모우키모치
Whatever you say, 널 생각하는 마음

I promise you""forever""right now

Wherever you are, I never make you cry

Wherever you are, I never say goodbye
 
Whatever you say, 君を思う気持ち
Whatever you say,  키미오 오모우키모치
Whatever you say, 널 생각하는 마음

I promise you""forever""right now

僕らが出逢った日は2人にとって一番目の記念すべき日だね
보쿠라가데앗타히와 후타리니톳테 이치방메노키넨스베키히다네
우리가 만난 날은 둘에게 있어 첫 번째로 기념해야할 날이야

そして今日という日は2人にとって二番目の記念すべき日だね
소시테 쿄토이우히와후타리니톳데 니방메노 키넨스베키히다네
그리고 오늘이란 날은 둘에게 있어 두 번째로 기념해야할 날이야


心から愛せる人
코코로카라 아이세루히토
진심으로 사랑할 수 있는 사람

心から愛しい人
코코로카라 이토시이히토
진심으로 사랑스러운 사람

この僕の愛の真ん中にはいつも君がいるから
코노보쿠노아이노만나카니와 이츠모키미가이루카라
내 사랑의 한가운데엔 언제나 네가 있기에

Wherever you are, I always make you smile

Wherever you are, I'm always by your side

Whatever you say, 君を思う気持ち
Whatever you say,  키미오 오모우키모치
Whatever you say, 널 생각하는 마음
 
I promise you""forever""right now

Wherever you are

Wherever you are

Wherever you are.."
26,We Are,4843907,,YYw_kutTRcA,One OK Rock(원오크락),Ambitions,https://image.bugsm.co.kr/album/images/500/6018/601891.jpg,4843907,04:15,"We are we are
We are we are

They think that we're no one
We`re nothing not sorry
They push us
It’s too late it’s too late
Not going back
They think we are made up
Of all of our failures
They think we are foolish
And that’s how the story goes

They stand for nothing
They’re lifeless and cold
Anything they say
Will never break our hearts of gold

When you’re standing on the edge
So young and hopeless
Got demons in your head
We are we are
No ground beneath your feet
Not here to hold you
‘Cause we are we are
The colors in the dark

Now covered in madness
But they just can’t hurt us
They tell us were nothing
Keep walking and let it go

They are the weakest
And don’t even know
Anything they say
Will never break our hearts of gold

When you’re standing on the edge
So young and hopeless
Got demons in your head
We are we are
No ground beneath your feet
Not here to hold you
‘Cause we are we are
The colors in the dark

Never tell yourself
You should be someone else
Stand up tall and say
I’m not afraid I’m not afraid
So never tell yourself
You should be someone else
Stand up tall and say
I’m not afraid I’m not afraid

When you’re standing on the edge
So young and hopeless
Got demons in your head
We are we are
No ground beneath your feet
Not here to hold you
‘Cause we are we are
The colors in the dark"
27,I Was King,4833755,,7Bz4IRc7ORU,One OK Rock(원오크락),Ambitions,https://image.bugsm.co.kr/album/images/500/6018/601891.jpg,4833755,03:58,"We said tonight
No going back
Nothing seems right
Stuck in the past

When am I, when am I
Gonna start living?
When am I, when am I
Gonna move on?
When am I, when am I
Gonna kill this feeling?
When am I, when am I
Gonna stop this dreaming?

When I was king
I was king
We had everything

When I was king
I was king
We had everything

Don't wanna go
I'm holding on tight
Something to live for
Make it our nights

(Shut down the sirens in our heads)

When I was king
I was king
We had everything

When I was king
I was king
We had everything

When am I, when am I
Gonna stop this dreaming?
I was king

If I go down
I will go down fighting
I'll go down
Down like lightning

If I go down
I will go down fighting
I'll go down
Down like lightning

If I go down
I will go down fighting
I'll go down
Down like lightning

When am I when am I
Gonna start living?
When am I when am I
Gonna move on?
When am I when am I
Gonna kill this feeling?
When am I when am I
Gonna stop this dreaming?

When I was king
I was king
I was king
We had everything

When am I when am I
Gonna stop this dreaming?
When I was king"
28,찰나가 영원이 될 때 (The Eternal Moment),6128861,,W-Dov3iEkpI,마크툽(MAKTUB),Red Moon : Beyond The Light,https://image.bugsm.co.kr/album/images/500/40650/4065043.jpg,6128861,04:04,"서로를 향한 마음이
우주의 작은 뭉쳐짐이라면
이 아름다운 기억이 흩어져도
사라지진 않을 거야

잠들지 못한 바람은
고요히 빛나는 너의 바다로
그 안에 잠겨
죽어도 좋으니 나
네 품에 안겨

너의 이름이 긴 밤을 지나
찰나가 영원이 될 때
얼마나 내가 널 좋아하면
달에 네 목소리가 보여

오색 빛 하늘 별 숲 사이로
너라는 꽃이 피어나
그 세상의 반을 가진다 해도
그저 네 앞에선
꽃에 머물고픈
한 남자일 뿐

오롯이 나를 비춰요
어둠이 드리워도 눈이 부시게
눈물조차
반짝이는 밤의 기적을 노래하네

너의 이름이 긴 밤을 지나
찰나가 영원이 될 때
얼마나 내가 널 좋아하면
달에 네 목소리가 보여

오색 빛 하늘 별 숲 사이로
너라는 꽃이 피어나
그 세상의 반을 가진다 해도
그저 네 앞에선
꽃에 머물고픈 남자일 뿐

밤 하늘 수놓인 모든 것들이
운명 위로 내리는 걸
내 꿈에 안긴 널
한 번 더 가득히 안아
시간을 넘어
빛이 닿는 세계의 바깥까지 함께
너의 깊은 미소의
황홀 속 일렁임은
영원과 이어질 거야

얼마나 내가 널 원하는지
눈을 감아도 너와 마주쳐

쏟아지는 달빛의 선율을 따라
자유의 날개로 향하는 봄날엔
너의 유일한 숨결이 분다"
29,strawberry moon,6132120,,mrRXgIAyLSg,아이유(IU),strawberry moon,https://image.bugsm.co.kr/album/images/500/40662/4066238.jpg,6132120,03:25,"달이 익어가니 서둘러 젊은 피야
민들레 한 송이 들고
사랑이 어지러이 떠다니는 밤이야
날아가 사뿐히 이루렴
팽팽한 어둠 사이로
떠오르는 기분
이 거대한 무중력에 혹 휘청해도
두렵진 않을 거야
푸르른 우리 위로
커다란 strawberry moon 한 스쿱
나에게 너를 맡겨볼래 eh oh
바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해 ooh
다시 마주하기 어려운 행운이야
온몸에 심장이 뛰어
Oh 오히려 기꺼이 헤매고픈 밤이야
너와 길 잃을 수 있다면
맞잡은 서로의 손으로
출입구를 허문
이 무한함의 끝과 끝 또 위아래로
비행을 떠날 거야
푸르른 우리 위로
커다란 strawberry moon 한 스쿱
나에게 너를 맡겨볼래 eh oh
바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해 ooh
놀라워 이보다
꿈같은 순간이 또 있을까 (더 있을까)
아마도 우리가 처음 발견한
오늘 이 밤의 모든 것 그 위로 날아
푸르른 우리 위로
커다란 strawberry moon 한 스쿱
세상을 가져보니 어때 eh oh
바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해 ooh"
30,Butter,32238640,,Y5iFunAQT_c,방탄소년단,Butter,https://image.bugsm.co.kr/album/images/500/203980/20398006.jpg,32238640,02:44,"Smooth like butter
Like a criminal undercover
Gon' pop like trouble
Breakin' into your heart like that
Cool shade stunner
Yeah I owe it all to my mother
Hot like summer
Yeah I'm makin' you sweat like that
Break it down
Oh when I look in the mirror
I'll melt your heart into 2
I got that superstar glow so
Do the boogie like
Side step right left to my beat (Heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step right left to my beat (Heartbeat)
Get it let it roll
Smooth like butter
Pull you in like no other
Don't need no Usher
To remind me you got it bad
Ain't no other
That can sweep you up like a robber
Straight up I got ya
Makin' you fall like that
Break it down
Oh when I look in the mirror
I'll melt your heart into 2
I got that superstar glow so
Do the boogie like
Side step right left to my beat (Heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step right left to my beat (Heartbeat)
Get it let it roll
Get it let it roll
Get it let it roll
No ice on my wrist
I'm that n-ice guy
Got that right body and that right mind
Rollin' up to party got the right vibe
Smooth like butter
Hate us love us
Fresh boy pull up and we lay low
All the playas get movin' when the bass low
Got ARMY right behind us when we say so
Let's go
Side step right left to my beat (Heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step right left to my beat (Heartbeat)
Get it let it roll
Smooth like (Butter)
Cool shade (Stunner)
And you know we don't stop
Hot like (Summer)
Ain't no (Bummer)
You be like oh my god
We gon' make you rock and you say (Yeah)
We gon' make you bounce and you say (Yeah)
Hotter?
Sweeter
Cooler?
Butter
Get it let it roll"
31,四千年 - 夜明け (Yosennen - Yoruake),2014108,,sCbvR8G8uEg,Vanilla Mood(바닐라 무드),Tales Weaver Exceed By Vanilla Mood (Tales Weaver Presents 6th Anniversary Special Album),https://image.bugsm.co.kr/album/images/500/2266/226697.jpg,2014108,03:55,
